	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2	Foxp3	Ccr2	Cxcr6	Tcf7	Ccr7	Cxcr5	Mki67	Ccnb2
cell1028	8292	2466	KO	A	0.759768451519537	TRUE	1	-5.42158393935513	6.77178378719391	2.88389210840861	1.95017366809792	0	0	0	0	0	0
cell1029	6511	2206	WT	A	1.45906926739364	TRUE	1	-6.67246823386502	6.27860923427643	0	1.72412053079396	0	0	0	0	0.93053377119497	0
cell1030	7430	2355	WT	A	1.03633916554509	TRUE	1	-6.71276550368618	5.33070369381012	1.85372908115982	0	0	0	0.852667000802262	0	0	0
cell1031	9500	2611	WT	A	0.968421052631579	TRUE	1	-4.54708318785977	5.72583313602509	1.83468451394509	1.83468451394509	0	0	0	0	0	0
cell1032	7535	2256	WT	A	1.85799601857996	TRUE	1	-5.48282890395474	4.76944227832856	1.29589909063599	2.33117061523765	0	0	0	0	0	0
cell1033	7415	2314	KO	A	1.42953472690492	TRUE	1	-6.41959242896389	5.44735665935578	1.61856671794243	2.04680061763826	0.853826928228069	0	0	0	0	0
cell1034	11514	2938	WT	A	1.16380059058537	TRUE	1	-5.59525804595303	3.36619122642578	1.4982899291332	1.82632954847501	0	0.625140199756196	0	0	1.28246703349111	1.95721109838196
cell1035	8306	2438	KO	A	1.2280279316157	TRUE	1	-6.43710737304043	6.48731465953888	1.94872685880437	1.94872685880437	0	0	0	0	0	0
cell1036	6965	2320	WT	A	1.69418521177315	TRUE	1	-6.41988973693203	4.58215256351532	0	1.66907391177729	0	0	0	1.66907391177729	0	0
cell1037	5765	1986	WT	A	1.1968777103209	TRUE	1	-6.42944507674527	6.16000886577668	1.49721182805917	1.49721182805917	0	0	0	0	0	0
cell1038	9297	2626	WT	A	0.806711842529848	TRUE	1	-4.28987686709713	4.63076325077118	1.85286694703101	0.730257875940498	0	0	0	0	0	0
cell1039	8204	2505	KO	A	1.03607996099464	TRUE	1	-6.17647652701687	6.20217271465363	1.53831838196236	1.53831838196236	0	0	0	0	0	0
cell1040	10748	2886	WT	A	1.51656122069222	TRUE	1	-5.04229645804715	5.47240610736908	1.55215251752511	1.05110526073364	0.657730165735909	0	0	0	0.657730165735909	0
cell1041	6971	2350	WT	A	1.03285038014632	TRUE	1	-4.73384277896237	6.33063836711945	2.73079908318553	0	0	0	0	0	0	0
cell1042	8749	2442	WT	A	1.56589324494228	TRUE	1	-6.70089750365567	5.66509719509186	0	2.60807261370253	0	0	0	0	0	0
cell1043	7973	2299	WT	A	0.865420795183745	TRUE	1	-6.38967733458828	5.4663092674643	1.25517892571799	1.25517892571799	0	0	0	0	0	0
cell1044	6749	2232	WT	A	1.12609275448215	TRUE	1	-6.76533584670376	6.22010703701081	0.908944209235064	2.55362454562174	0	0	0	0	0	0
cell1045	6699	2179	WT	A	1.05985968054934	TRUE	1	-5.61339931563687	6.63466735500397	1.70079124520676	2.43793040895244	0	0	0	0	0	0.913390575864165
cell1046	9256	2639	WT	A	0.831892826274849	TRUE	1	-5.4998484142239	3.69350786823334	1.1508126909557	1.44483230889623	0.732550710589395	0	0	0	1.1508126909557	2.2662366553995
cell1047	7040	2208	WT	A	1.10795454545455	TRUE	1	-6.05885367469143	4.01747103351654	0.883955351231219	0	0	0.883955351231219	0	0	0	1.66039023960803
cell1048	10059	2725	WT	A	0.874838453126553	TRUE	1	-4.75934331492733	6.14976258892121	1.60473455362314	2.07429610670219	0	0.690210174690359	0.690210174690359	0.690210174690359	0.690210174690359	0
cell1049	5380	1953	WT	A	1.85873605947955	FALSE	1	-4.69621591643643	6.27575441021027	1.88345831455795	2.49752802712237	0	0	0	0	0	0
cell1050	2137	989	WT	A	2.29293401965372	TRUE	1	-7.05289297179532	5.89475341457428	1.73685566178721	0	0	0	0	0	0	0
cell1051	7157	2524	WT	A	0.740533743188487	TRUE	1	-4.85923080519986	5.48346157688202	0	2.23894226300907	0	0	0	0	0	0
cell1052	13745	3269	WT	A	0.836667879228811	TRUE	1	-5.54232959822964	3.74100680965485	1.67993807469426	0.898157136578161	0	0	0	0	1.15770219894102	2.19754787497492
cell1053	8070	2460	WT	A	0.80545229244114	TRUE	1	-5.66882615165066	6.30438085216584	1.78450479962401	1.78450479962401	0	0	0	0	0	0
cell1054	3697	1687	WT	A	0.56802813091696	TRUE	1	-4.73894612864804	6.31393666881623	1.8578267778959	1.30965515079819	0	0	0	0	0	0
cell1055	8980	2780	WT	A	0.812917594654788	TRUE	1	-6.34319858626675	6.68413301128449	2.39991792720963	2.39991792720963	0	0	0	0	0	0
cell1056	7253	2294	KO	A	0.951330483937681	TRUE	1	-5.34387164191555	5.66514535564484	2.36567057359398	3.19616291413456	0	0	0	0	0	0
cell1057	8300	2358	WT	A	1.5421686746988	TRUE	1	-6.12878184394192	6.03381534236969	2.24429208819421	1.22660628984664	0	0	0.790645545044823	0	0	0
cell1058	9353	2599	KO	A	0.962258099005667	TRUE	1	-6.19554667548489	5.53121610302033	2.62684795379819	0.7271502987658	0	0	0	0	0	0
cell1059	4867	2016	WT	A	0.986233819601397	TRUE	1	-5.8853681571896	6.21130176204743	1.1166662607799	0	0	0	0	0	0	0
cell1060	12793	3045	WT	A	0.859845227858985	TRUE	1	-5.99251918868374	4.47255106586518	1.86744537041972	0.94131693164491	0	0	0.577555324942103	0	0	0
cell1061	7395	2415	WT	A	0.960108181203516	TRUE	1	-5.27254347876858	6.74105210918488	2.46963397662429	0.855378712441142	0.855378712441142	0	0	0	0	0
cell1062	9857	2814	WT	A	1.27827939535356	TRUE	1	-5.66759543494534	5.99553032535614	0.700374727121594	1.62097704513019	1.10823745552575	0	0	0	0	0
cell1063	8735	2449	WT	A	1.03033772180881	TRUE	1	-6.73694162444424	5.26944013256134	1.19077794837368	2.19874983978635	0	0	0	0	0	0
cell1064	5884	1925	WT	A	0.594833446634942	TRUE	1	-5.67281608657193	6.38830991405549	2.41565881718124	0.993075510529814	0	0	0	0	0	0
cell1065	11280	2940	KO	A	1.07269503546099	TRUE	1	-5.84231357650113	4.60754128116669	1.29734687510339	1.5142695665425	0	0	0	0	0	1.0199476696072
cell1066	12196	3158	WT	A	1.2791079042309	TRUE	1	-5.25456004218411	3.33742972034516	1.45389783447399	2.52406113474728	0	0	0.598804063337646	0	0.970734192105479	2.1257845089344
cell1067	10033	2715	WT	A	0.807335791886774	TRUE	1	-6.5092068202908	4.93178768772187	1.94308689958977	1.60680312778045	1.60680312778045	0	0	0	0	0
cell1068	7006	2132	WT	A	0.97059663145875	TRUE	1	-5.60604219512295	6.00012035984101	1.34929213876356	1.34929213876356	0.886799298188306	0	0	0	0	0
cell1069	12345	3204	WT	A	1.39327663021466	TRUE	1	-5.2766309268887	4.43002625125946	0.593351459588272	1.44460529897418	0	0	0	0	0.593351459588272	2.01228044053073
cell1070	6515	2214	WT	A	1.32003069838833	TRUE	1	-6.76656632499051	5.89921875614228	1.40360340001228	1.96566763064371	0	0	0	0	0.930161848265945	0
cell1071	5093	1943	WT	A	0.647948164146868	TRUE	1	-5.42915253714871	7.04969068187775	1.59472187487762	1.08636401227482	0	0	0	0	0	0
cell1072	5979	1897	WT	A	0.585382170931594	TRUE	1	-6.31483154372525	5.86494584697785	0.983022030258484	0	0	0	0	0	0	0
cell1073	5271	1927	WT	A	1.40390817681654	TRUE	1	-5.11906056479763	6.45230813640656	0	0	0	0	0	0	0	0
cell1074	12543	3194	KO	A	1.12413298254006	TRUE	1	-5.4187310226376	3.48470862526001	1.22135258810478	1.75501674845003	0	0	0	0	0.586261855429458	2.10111948176041
cell1075	8932	2643	WT	A	1.06359158083296	TRUE	1	-6.88317828254055	5.75516744274201	1.17530791500912	1.47217620058634	0.75121327806609	0	0	0	0	0
cell1076	8906	2499	WT	A	1.04423983831125	TRUE	1	-6.74348216132473	5.98068948406281	0.752754125103682	1.17732397912714	0	0	0	0	0	0
cell1077	10246	2813	WT	A	1.06382978723404	TRUE	1	-5.8594003208096	4.50946565288605	1.92511598157395	1.59004355626372	0	0	0	0	0.681069857659549	0
cell1078	13309	3160	WT	A	0.586069576977985	TRUE	1	-4.8131037242825	4.76951976436676	1.70624288633418	0.917387132635819	0	0	0	0	0	0.560399053980113
cell1079	11717	2881	WT	A	1.09242980285056	TRUE	1	-6.64838414267849	5.17282958644928	1.26986794090324	1.26986794090324	0	0	0	0	0.617054585293096	0.995812036054296
cell1080	8630	2450	WT	A	1.04287369640788	TRUE	1	-5.40623574332547	5.94748898166718	1.91600200588079	1.91600200588079	0	0	0	0	0	0
cell1081	9631	2830	WT	A	1.11099574291351	TRUE	1	-6.07182579116177	5.96859045642914	1.41462457771429	0.712122886847169	0	0.712122886847169	0	0	0	0
cell1082	6273	2042	KO	A	0.637653435357883	TRUE	1	-4.62207954005551	6.23409743923249	1.75481895374561	0.953252583563871	0	0	0	0	0	0
cell1083	15745	3696	WT	A	1.02254684026675	TRUE	1	-5.0753963478024	3.58551986831726	2.35392760814546	0	0	0	0	0	1.06655964157851	1.69485492075512
cell1084	7485	2296	WT	A	1.00200400801603	TRUE	1	-5.08057098464322	5.58432527202668	2.66445028507651	0	0	0	0	0	0	0
cell1085	7649	2110	WT	A	0.954373120669369	TRUE	1	-6.38315253333401	5.86243219989838	1.59373147312847	2.54680449627512	0	0	0	0	0	0
cell1086	7688	2456	KO	A	1.48283038501561	TRUE	1	-6.48644070700955	5.93042822498383	0.833225771887154	2.6395774856738	2.31304013362406	0	0	0	0	0
cell1087	12434	3308	KO	A	0.764034100048255	TRUE	1	-4.63738660888028	5.70904679912629	2.28713745343575	1.43912058002632	0	0	0	0	0	0
cell1088	7667	2112	KO	A	0.860832137733142	TRUE	1	-4.69364600257229	6.24801679271759	2.81249990689843	2.31550505215712	1.28331496267192	0	0	1.28331496267192	0	0
cell1089	8569	2397	WT	A	1.05029758431556	TRUE	1	-6.28844242171597	4.16128535884919	0.773342483931477	0	0	0	0	0	0	1.50429780531087
cell1090	10418	2705	WT	A	0.633518909579574	TRUE	1	-4.92993860320401	5.05371876377167	2.36073808470811	2.16090828329861	0	0	0	0	0	0
cell1091	7983	2510	WT	A	1.36540147814105	TRUE	1	-6.06331830100369	5.71172376293244	1.98283558347127	1.25428290226854	0	0	0	0	0.812112586519398	0
cell1092	9487	2605	KO	A	0.737851797196163	TRUE	1	-4.78039984778714	6.42536874431672	1.99121724430419	1.83583536087404	0	0	0	0	0	0
cell1093	10970	2834	KO	A	1.03919781221513	TRUE	1	-5.45227842406582	4.21596451419892	1.53607295006481	1.71521766563259	0	0	0	0	0.64792857062669	1.31767581727164
cell1094	3755	1538	WT	A	1.27829560585885	TRUE	1	-6.57415204123806	6.33803363460602	2.97766050431591	2.4555176067717	0	0	0	0	0	0
cell1095	7586	2170	WT	A	0.79093066174532	TRUE	1	-5.47087841109585	7.07608218807282	0	2.18709641774221	0.840798687690103	0	0	0	0	0
cell1096	11665	3063	KO	A	1.18302614659237	TRUE	1	-5.21973877028775	5.66205306667389	1.66512360354456	1.81540957790179	0	0	0	0	0	0
cell1097	10910	2848	KO	A	0.916590284142988	TRUE	1	-6.54082398490262	4.76492663044037	1.04139995629905	1.54037956806927	0	0	0	0	0	0.650547713595563
cell1098	8545	2506	WT	A	0.819192510239906	TRUE	1	-6.32615881041836	4.9860002579123	2.33816458079321	0	0	0	0	0	0	0
cell1099	8466	2422	WT	A	0.815024805102764	TRUE	1	-5.82201795653653	3.48365636486115	1.51371659213444	0	0	0	1.51371659213444	0	0	2.34656015530785
cell1100	4130	1473	WT	A	0.605326876513317	TRUE	1	-5.77120928839993	6.51722093242707	1.23002278972349	2.36886241630851	0	0	0	0	1.23002278972349	0
cell1101	4223	1748	KO	A	1.20767227089747	FALSE	1	-5.47357015685391	6.90664907115998	1.74675681907729	1.74675681907729	0	0	0	0	1.21431459663628	0
cell1102	8608	2584	WT	A	1.09200743494424	TRUE	1	-6.90151887015652	5.88475819248261	1.91817920261703	3.1877648893227	0	0	0	0	0	0
cell1103	8010	2480	WT	A	1.34831460674157	TRUE	1	-5.91189699248623	3.7208486380011	1.25187082819175	1.25187082819175	0	0	0	0	1.25187082819175	2.27614626251995
cell1104	5047	1677	WT	A	0.812363780463642	TRUE	1	-5.37656002120327	6.91784186977448	1.60196005252185	0	0	0	0	0	0	0
cell1105	3948	1807	KO	A	0.709219858156028	TRUE	1	-6.08648901061367	6.04208369869294	0	0	0	0	0	0	0	0
cell1106	6478	2027	WT	A	1.28125964803952	TRUE	1	-5.40427784995388	6.64663692134919	2.165439361044	1.72829751839267	0	0	0	0	0	0
cell1107	7038	2338	WT	A	0.72463768115942	TRUE	1	-6.23670153693509	6.48105903286042	1.66062037374042	2.09239367347832	0.884122104721255	0	0	0	0	0
cell1108	6437	2080	WT	A	1.8797576510797	TRUE	1	-6.96401004866909	5.57897873539032	2.17106237870978	2.47440427906361	0	0	0	0	0.93747229815391	0
cell1109	10131	2719	WT	A	0.947586615339058	TRUE	1	-5.51493411139798	3.48713393825592	1.37654907291002	0	0	0	0	0	1.08995451203202	2.29087929861518
cell1110	7178	2371	WT	A	1.04485929228197	TRUE	1	-6.41847519950222	6.71893306392731	1.88290688951202	0.872608702618618	0	0	0	0	0	0
cell1111	8819	2498	WT	A	1.13391540991042	TRUE	1	-5.77067904548001	5.28581710475983	1.48200133258546	1.89755644705523	0	0	0	0	0	0
cell1112	5945	2006	WT	A	3.70058873002523	FALSE	1	-6.29804258422207	6.37689300197663	1.47342838267696	0	0	0	0	0	0.986594770319276	0
cell1113	10909	2990	KO	A	1.35667797231644	TRUE	1	-6.61048941687893	4.8838593544394	0.650591551673666	0	0	0	1.32176195112568	0	0	0.650591551673666
cell1114	6708	2182	WT	A	0.655933214072749	TRUE	1	-5.60127310828518	6.86967321056427	1.38166230203466	2.13461445029442	0	0	0	0	0	0
cell1115	3796	1599	WT	A	0.605900948366702	TRUE	1	-6.45851306990933	5.70096536296906	2.18639457154292	1.29043081432691	0	0	0	0	0	0
cell1116	8978	2605	WT	A	1.40343060815326	TRUE	1	-6.80156664923977	5.29205246585907	1.69659407733753	1.88238735265251	0	0	0.748503273191826	0	0	0
cell1117	5046	1821	WT	A	1.94213238208482	TRUE	1	-5.57567672805142	6.47989364284577	1.60211828392297	1.93806563406736	0	0	0	0	0	0
cell1118	4323	1614	WT	A	3.12283136710618	TRUE	1	-6.28893737868618	5.07822247165741	1.19791703111223	1.72747279906799	0	0	0	0	1.19791703111223	0
cell1119	5020	1900	WT	A	1.25498007968127	TRUE	1	-6.61154298857998	5.59584804195466	0	1.60624557133513	0	0	0	0	0	0
cell1120	9346	2633	KO	A	1.18767387117483	TRUE	1	-6.12268166617703	6.25852819103302	1.66390826461815	1.14420780650704	0	0	0	0	0	0.727537235482121
cell1121	10444	2794	WT	A	1.31175794714669	TRUE	1	-4.37596921996426	4.94588275569977	1.57483615925675	0	0	0	0.671661790069151	1.06986127956826	0.671661790069151	0
cell1122	11095	2844	WT	A	0.739071653898152	TRUE	1	-5.35320119933438	5.32694454807343	2.67549969669351	1.9891267505551	0	0	0	0	0	0.642541489191745
cell1123	11254	3168	KO	A	0.977430247023281	TRUE	1	-4.60613851622891	5.41486545223298	2.0929232061072	2.52983606719857	0	0	0	0	0.635821491939416	0
cell1124	7263	2278	KO	A	0.908715406856671	TRUE	1	-6.60745220259976	5.0943131031424	0	0.865772516210381	0	0	0	0	0	0.865772516210381
cell1125	15887	3482	WT	A	1.08894064329326	TRUE	1	-5.94764547423672	4.42342157978119	1.56374422699658	0	0	0	0	0	1.06068068781214	1.68753131403345
cell1126	8260	2573	WT	A	0.617433414043584	TRUE	1	-6.04843621329617	5.14961906093659	1.23002278972349	2.57311115383595	0	0	0	0	0	0
cell1127	9306	2543	WT	A	1.19277885235332	TRUE	1	-6.03286390380215	5.82745118755402	2.00787212911214	0.729756575003967	0	0.729756575003967	0	0	1.14713291979338	0
cell1128	5819	1956	WT	A	1.37480666781234	TRUE	1	-6.90244798735928	5.65973754543366	1.81735005320374	2.69111200152546	1.00008332354191	0	0	0	0	0
cell1129	8987	2467	WT	A	1.62456882163125	TRUE	1	-5.63583211974453	6.50167174953522	1.69577586811205	2.4954495203851	0	0	0	0	0.747975445785042	0
cell1130	7551	2355	KO	A	1.61568004237849	TRUE	1	-5.7073040492947	6.30285974163117	1.29435882775954	1.29435882775954	0	0	0	0	0	0
cell1131	6419	2041	KO	A	0.950303785636392	TRUE	1	-6.17512874678921	6.4467095913321	1.41482110593465	1.978446515846	0	0	0	0	0	0
cell1132	9755	2681	WT	A	0.840594566888775	TRUE	1	-6.16188530997586	4.44034500736298	1.62933098699205	1.11521721102174	0	0	0	0	0	1.11521721102174
cell1133	9747	2852	WT	A	0.574535754591156	TRUE	1	-5.41172795371365	4.98565598148407	1.40557482119902	0	0	0	0	0	0	0
cell1134	6209	2182	KO	A	1.07907875664358	TRUE	1	-6.81189947203946	6.068231064263	1.44010301084813	0	0.959566791147283	0	0	0	0	0
cell1135	12206	3089	WT	A	0.811076519744388	TRUE	1	-5.47504429892849	3.59978027957978	0.970225136473501	0.598434888509771	0	0	1.45326979668964	0	1.24063475690782	1.77759551081673
cell1136	9543	2597	WT	A	1.11076181494289	TRUE	1	-5.98091583327603	5.86130161899628	1.42158078596332	1.83089083917809	0	0.716809264612823	0	0	0	0
cell1137	9972	2532	WT	A	1.47412755716005	TRUE	1	-6.71741585807156	5.01642985958161	1.61168168290827	1.38839804333823	0	0	0	0	0	0
cell1138	9612	2849	WT	A	1.37328339575531	TRUE	1	-6.23238735274624	5.27157612461152	2.33827032138668	0.713129305914764	0	0	0	0	0.713129305914764	0
cell1139	8553	2518	KO	A	1.16918040453642	TRUE	1	-6.1784053333218	6.08711143154206	1.20547991079209	1.50575181939447	0	0	0	0	0	0
cell1140	11070	3037	KO	A	1.18337850045167	TRUE	1	-6.44986848906826	4.71778388637604	0.643611481095552	1.52895849393901	0	0.643611481095552	0	0	1.03200397668441	1.03200397668441
cell1141	6966	2186	WT	A	1.6365202411714	TRUE	1	-6.74785952643704	5.7591616691977	1.35353564126807	0.890170169441734	0.890170169441734	0	0	0	0	0
cell1142	7469	2416	WT	A	1.33886731824876	TRUE	1	-6.33316450194668	5.75072999614777	2.20090711175246	0.849666760148163	0	0	0	0	0	0
cell1143	8120	2495	WT	A	1.10837438423645	TRUE	1	-6.28101282195401	5.02210493701996	0.802686146441247	0	0	0	0	0	0	0
cell1144	10340	2799	KO	A	1.44100580270793	TRUE	1	-6.34367685393643	6.08667846340241	1.58278012062689	1.0764471048401	0	0	0	0	0.676569521540131	0
cell1145	6814	2191	WT	A	1.08599941297329	TRUE	1	-6.69275550917935	5.12326260227265	0	1.92720298424894	0	0	0	0	0	0
cell1146	4226	1860	WT	A	1.25414103170847	TRUE	1	-4.93797926978421	6.0847220005423	2.34805693224134	0	0	0	0	0	0	0
cell1147	9034	2487	KO	A	0.808058445871153	TRUE	1	-6.15351133422207	4.41756864208283	1.4634378239766	1.87711831187927	0	0.745231616417739	0	0	0	0.745231616417739
cell1148	8477	2240	WT	A	0.813967205379261	FALSE	1	-5.56316833571743	6.14618344921174	2.86307345046612	1.74373284503195	0	0	0	0	0	0
cell1149	7958	2284	WT	A	1.34455893440563	TRUE	1	-5.29764990882229	6.94633145946564	1.7961479158672	0	0	0	0	0	0	0
cell1150	9006	2511	WT	A	1.19920053297801	TRUE	1	-6.47307472304654	6.00468774456086	2.03630243545912	0.746863696909744	0	0.746863696909744	0	0.746863696909744	0	0
cell1151	8532	2603	WT	A	1.06657290201594	TRUE	1	-6.32281546668362	4.88486166614594	2.33954026797069	0	0	0	0	0	1.20720246380669	0
cell1152	8401	2555	KO	A	0.702297345554101	TRUE	1	-5.01654331759762	6.26464648860993	1.21807360943215	1.75116972828346	0	0	0	0	0.784054264581527	0
cell1153	7112	2281	KO	A	1.15298087739033	TRUE	1	-4.85309975222897	6.43948026317658	2.50541114883216	2.38347541227006	0.877996473568501	0	0	0	1.33819293609315	0
cell1154	2927	1460	WT	A	1.22992825418517	FALSE	1	-11.7582791335995	2.59626533407273	1.48534013959206	0	0	0	0	0	0	0
cell1155	7197	2211	WT	A	0.639155203557038	TRUE	1	-5.5614197738583	4.41683526653351	0.871070677476395	1.64256384034015	0	0	0	0	0	2.07283717693222
cell1156	9647	2695	WT	A	1.22317819011092	FALSE	1	-6.69742064551663	5.09026833194794	1.82179686771272	2.22923274983376	0.71127766871561	0	0	0	0	0
cell1157	5703	2113	WT	A	0.96440469928108	TRUE	1	-4.73841314391446	6.52285190242829	2.91964092251284	2.27904165327253	0	0	0	0	0	0
cell1158	15073	3789	KO	A	1.47946659589995	TRUE	1	-5.39191441611599	3.32509656566681	1.84173995374048	1.29575451408353	0	0	0	0	1.29575451408353	2.11599250301227
cell1159	7925	2403	WT	A	1.46372239747634	TRUE	1	-6.53966717795681	5.53276320118012	2.28572450589006	1.9891267505551	0	0	0	0	0	0
cell1160	7329	2372	WT	A	0.955109837631328	TRUE	1	-5.6348741538937	6.69476504940094	1.86528413450277	2.05696752294986	0	0	0	0	0.860542317714395	0
cell1161	12992	3048	WT	A	1.49322660098522	TRUE	1	-6.06329398230862	4.42494459766449	1.85441043418972	1.40580717534347	0	0	0	0	0	1.19668026845381
cell1162	9375	2758	WT	A	0.874666666666667	TRUE	1	-6.52165846900296	5.82268210071625	2.00148000021012	1.84582669049833	0	0	1.14209740060785	0	0	0
cell1163	8332	2384	WT	A	1.4882381180989	TRUE	1	-4.92718379573178	5.89735789913239	0.788544643248152	1.94604730445259	0	0	0	0	0	0
cell1164	4833	1808	WT	A	1.44837575005173	TRUE	1	-6.31891851500821	5.10127611774506	1.97509782045003	1.63670602094558	0	0	0	0	0	1.63670602094558
cell1165	6828	2077	WT	A	0.746924428822496	TRUE	1	-6.17314081267666	5.22225137371125	1.3684143133053	1.92544950968523	0.90201236079608	0	0	0	0	0.90201236079608
cell1166	12348	3157	WT	A	0.777453838678328	TRUE	1	-5.19069867209744	5.30829735416474	1.76799370265536	1.89746006310715	0	0	0	0	0	0
cell1167	12806	3337	WT	A	1.23379665781665	TRUE	1	-4.89100270346951	5.26326914447846	1.41671100952312	0	0	0	0	0	0	0
cell1168	3416	1347	WT	A	1.87353629976581	TRUE	1	-6.35864596442532	4.39858360904755	1.36797774859458	1.36797774859458	0	0	0	0	1.36797774859458	0
cell1169	9188	2689	WT	A	1.33870265563779	TRUE	1	-5.84835486487698	5.59112449306549	2.27284821656127	0	0	0	0	0	0	0
cell1170	6149	2000	WT	A	0.650512278419255	TRUE	1	-5.95706920699429	5.67573114055695	2.01558582527039	1.77135981873354	0	0	0	0	0	0
cell1171	14454	3246	KO	A	1.05161201051612	TRUE	1	-5.31659154967617	5.12706108707489	1.76523581457623	0	0	0	0	0	0	0
cell1172	7663	2369	WT	A	1.07007699334464	TRUE	1	-6.31776814536404	4.57265682834687	1.82775186356788	1.59227462818488	0	0	0	0	0	1.59227462818488
