	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2
cell6298	3876	2093	KO	A	2.0639834881321	TRUE	10	-13.0408823974545	2.29299734849038
cell6299	3791	2208	KO	A	3.93036138222105	FALSE	10	-12.4581225402768	1.64372964519562
cell6300	3610	2009	WT	A	3.98891966759003	TRUE	10	-12.7586930282528	2.60591145175995
cell6301	2287	1391	KO	A	3.27940533449934	TRUE	10	-13.1322567947323	2.76089032310547
cell6302	3548	2076	WT	A	3.77677564825254	FALSE	10	-12.9385216720517	2.11118787098231
cell6303	3095	1757	KO	A	4.55573505654281	TRUE	10	-12.8737347610409	3.05071969646515
cell6304	3593	2017	KO	A	3.70164208182577	TRUE	10	-13.1211989410336	2.00694563334828
cell6305	4524	2435	KO	A	4.73032714412025	TRUE	10	-11.3396018035824	2.09728363472523
cell6306	2145	1405	KO	A	3.72960372960373	TRUE	10	-12.8338397033627	3.16494103092255
cell6307	4813	2520	KO	A	4.05152711406607	TRUE	10	-11.0697844512875	1.96091242823305
cell6308	3154	1839	KO	A	3.67786937222574	TRUE	10	-12.8973038680966	2.60240622181
cell6309	3048	1805	WT	A	6.2007874015748	TRUE	10	-12.3454497344906	2.29457171577515
cell6310	2266	1503	WT	A	2.8684907325684	FALSE	10	-12.7636073120053	1.95656929853858
cell6311	3713	2142	KO	A	3.71667115539995	TRUE	10	-11.3628952987606	2.14070463496746
cell6312	3167	1933	KO	A	4.35743605936217	TRUE	10	-13.120253849786	2.14048560279908
cell6313	3452	1996	WT	A	3.53418308227115	FALSE	10	-12.5824826248105	2.898080486241
cell6314	3513	1943	WT	A	2.6757756902932	TRUE	10	-11.3159602172787	-0.953392308768612
cell6315	2473	1550	WT	A	5.82288718156086	TRUE	10	-12.7932789810116	2.91231681722702
cell6316	4388	2426	KO	A	3.281677301732	TRUE	10	-11.4305947311337	2.10889981258215
cell6317	4336	2424	WT	A	2.90590405904059	TRUE	10	-11.8034613616879	2.23307243305745
cell6318	2897	1724	WT	A	7.42147048671039	FALSE	10	-13.0862420089657	2.02995941545369
cell6319	2719	1638	KO	A	2.7215888194189	TRUE	10	-12.593943882745	2.78640021699967
cell6320	2296	1537	KO	A	2.17770034843206	FALSE	10	-13.1748564727719	2.34787671584191
cell6321	2138	1451	WT	A	2.80636108512629	FALSE	10	-13.272938061517	2.30035664457383
cell6322	4033	2172	KO	A	3.07463426729482	TRUE	10	-13.4832442291195	1.96131596657934
cell6323	2803	1733	WT	A	5.06600071352123	TRUE	10	-13.1907332427914	1.9734100433022
cell6324	4468	2372	WT	A	7.16204118173679	TRUE	10	-11.6481869705136	2.33126564640107
cell6325	4752	2429	KO	A	2.88299663299663	TRUE	10	-12.7998373992856	1.8488873423964
cell6326	2871	1769	WT	A	5.88645071403692	TRUE	10	-13.1854794509823	2.01142748062985
cell6327	4005	2353	KO	A	2.34706616729089	FALSE	10	-12.6270249374325	1.65699626821579
cell6328	2366	1462	WT	A	6.84699915469146	TRUE	10	-13.3762953765805	2.08439200687708
cell6329	2188	1429	WT	A	7.22120658135283	TRUE	10	-13.091409016412	2.0888000460297
cell6330	3129	1862	KO	A	4.44231383828699	TRUE	10	-12.995573330682	1.83380623477997
cell6331	5409	2648	WT	B	3.01349602514328	TRUE	10	-12.5100462921078	2.66927101034226
cell6332	3647	1997	WT	B	3.42747463668769	TRUE	10	-12.7271655090268	3.04566224235596
cell6333	2955	1848	WT	B	4.53468697123519	TRUE	10	-12.3336003311093	1.93778894412817
cell6334	3607	2033	KO	B	3.16052120876074	TRUE	10	-12.7029173858578	2.00268426551038
cell6335	3799	2147	KO	B	4.63279810476441	TRUE	10	-12.803850460809	1.76581940371098
cell6336	2114	1330	WT	B	3.73699148533586	FALSE	10	-12.8394778259213	2.9713283957869
cell6337	4497	2308	KO	B	5.31465421392039	TRUE	10	-12.9594948776181	1.82100656944813
cell6338	3396	1963	KO	B	2.50294464075383	TRUE	10	-11.7434237487729	1.99944953051882
cell6339	5815	2675	KO	B	1.71969045571797	TRUE	10	-12.2981560714657	1.49756999630036
cell6340	2496	1540	WT	B	6.85096153846154	FALSE	10	-12.7808592803891	3.01727553028168
cell6341	4110	2087	KO	B	1.338199513382	TRUE	10	-12.8407376296933	1.83209374863209
cell6342	3896	2148	WT	B	4.0041067761807	TRUE	10	-12.6703732498105	3.07007535118164
cell6343	2411	1548	WT	B	2.86188303608461	TRUE	10	-12.6718876846249	2.67586733717026
cell6344	2181	1430	WT	B	5.04355800091701	TRUE	10	-12.9010088928158	2.94927890914978
cell6345	3097	1887	WT	B	5.39231514368744	FALSE	10	-11.9128993041928	2.35354914087357
cell6346	2478	1520	KO	B	2.21953188054883	FALSE	10	-12.7494585998471	2.82256599086823
cell6347	2652	1618	WT	B	5.35444947209653	TRUE	10	-12.7844012268002	2.82082946914734
cell6348	4756	2471	KO	B	2.75441547518923	TRUE	10	-12.6119864471371	2.64860381502213
cell6349	2985	1697	KO	B	5.15912897822446	TRUE	10	-12.967783261102	1.89194536525311
cell6350	4475	2149	KO	B	2.77094972067039	TRUE	10	-12.7381003387387	1.869635376516
cell6351	3048	1865	WT	B	3.5761154855643	TRUE	10	-12.4254515655453	2.78192754406037
cell6352	3038	1867	KO	B	2.2053982883476	FALSE	10	-13.1150534637387	2.2679307641417
cell6353	6092	3002	KO	B	2.80695994747209	TRUE	10	-11.2026236541684	1.84068404454293
cell6354	2526	1626	WT	B	4.15676959619953	TRUE	10	-12.5008252151425	2.46361877340378
cell6355	4154	2260	KO	B	2.76841598459316	TRUE	10	-12.9814751632626	1.83403271752896
cell6356	3416	2055	KO	B	4.44964871194379	FALSE	10	-11.8830483444149	1.61319922226967
cell6357	2984	1800	KO	B	3.48525469168901	TRUE	10	-12.9420607574398	1.87142651099266
cell6358	2307	1535	KO	B	4.7247507585609	TRUE	10	-12.5923035629208	2.22286744731964
cell6359	2114	1401	WT	B	3.83159886471145	TRUE	10	-12.7016184814389	2.39130874294342
cell6360	2891	1801	WT	B	1.86786579038395	TRUE	10	-12.6155665405209	3.07617004531922
cell6361	3337	1868	KO	B	6.98231944860653	TRUE	10	-11.3913004882748	2.18258223253788
cell6362	2169	1402	KO	B	2.58183494698017	TRUE	10	-12.6672480590756	3.2466454090506
cell6363	2149	1392	KO	B	3.4434620753839	FALSE	10	-13.0983193405087	1.98967378250809
cell6364	3703	2134	WT	B	2.67350796651364	TRUE	10	-12.3563626296933	2.61812277454438
cell6365	3481	1932	WT	B	2.47055443837978	FALSE	10	-12.6644299514706	2.70144476312699
cell6366	2846	1766	KO	B	3.23260716795502	TRUE	10	-12.8205760009701	1.93366506266894
cell6367	4074	2202	KO	B	3.04369170348552	TRUE	10	-13.2691500671322	2.04765716138782
cell6368	3599	2133	KO	B	2.88969158099472	FALSE	10	-12.3444493301327	1.61235858816208
cell6369	2453	1582	KO	B	2.07908683245006	TRUE	10	-12.5591872222836	2.21132539528908
cell6370	4477	2351	WT	B	3.86419477328568	TRUE	10	-11.998897839349	2.54017843622269
cell6371	4338	2365	WT	B	4.40295066851083	TRUE	10	-12.0214245803769	2.21803482193055
cell6372	2441	1577	KO	B	4.09668168783285	FALSE	10	-12.7543461807187	1.88336079138817
cell6373	3451	2021	WT	B	5.47667342799189	FALSE	10	-12.5924628265316	2.87229873556198
cell6374	2812	1754	KO	B	4.16073968705548	TRUE	10	-12.7620938308651	1.96182646173539
cell6375	3055	1818	WT	B	3.04418985270049	TRUE	10	-13.0048296935971	2.10581985432209
cell6376	2103	1392	WT	B	4.99286733238231	FALSE	10	-12.7168353088314	3.22580726760926
cell6377	2193	1428	KO	B	7.15914272685819	FALSE	10	-13.1793396957333	2.01074561280684
cell6378	3228	1894	WT	B	3.81040892193309	TRUE	10	-13.1444676406796	1.96291777062716
cell6379	5844	2705	KO	B	3.4394250513347	TRUE	10	-13.0411751754696	1.9163682641417
cell6380	5273	2775	KO	B	2.93950312914849	TRUE	10	-11.1978209503109	2.01984511166366
cell6381	4371	2452	WT	B	2.63097689315946	TRUE	10	-12.4354775436337	2.59646042007508
cell6382	3023	1800	WT	B	2.34866027125372	TRUE	10	-11.8784592636044	2.46108027118744
cell6383	4243	860	KO	B	2.68677822295546	FALSE	10	-13.4516499526913	2.51380445379319
cell6384	2554	1606	WT	B	2.07517619420517	TRUE	10	-12.5588486679013	3.02628274578156
cell6385	2058	1375	WT	B	2.42954324586978	TRUE	10	-13.0271771438534	2.71929742712082
cell6386	2094	1389	WT	B	4.63228271251194	TRUE	10	-12.9201167114193	2.89738239664139
cell6387	3065	1887	KO	B	3.1647634584013	FALSE	10	-12.9731047637875	2.29569830316605
cell6388	2214	1409	WT	B	4.2457091237579	FALSE	10	-12.5939000137265	3.22080023902954
cell6389	2869	1810	WT	B	3.34611362844197	TRUE	10	-12.81675367431	3.07960243839325
cell6390	2879	1722	WT	B	7.15526224383466	TRUE	10	-12.7980797775204	2.84197046178879
cell6391	3208	1915	KO	B	2.68079800498753	TRUE	10	-12.9979870803769	1.88898919838967
cell6392	5553	2720	KO	B	2.70124257158293	TRUE	10	-12.4966528900082	1.63374482411446
cell6393	3065	1848	KO	B	5.54649265905383	TRUE	10	-12.5321000106747	2.40324558633866
cell6394	2353	1421	KO	B	4.16489587760306	TRUE	10	-13.2515166290219	2.14297364968361
cell6395	2913	1722	KO	B	4.73738414006179	TRUE	10	-12.7143328674252	2.85591437238755
cell6396	3869	2084	KO	B	2.42956836391832	TRUE	10	-13.0557291992123	1.998120230525
cell6397	2235	1448	KO	B	5.1006711409396	FALSE	10	-12.8768771179135	2.06338958385887
cell6398	3355	1958	WT	B	3.12965722801788	TRUE	10	-12.8704989440854	2.93706514257492
cell6399	2017	1370	KO	B	5.05701536936044	TRUE	10	-12.9126856811459	2.83530314582886
cell6400	2712	1665	WT	B	3.39233038348083	TRUE	10	-12.8498080261166	2.83134378809037
cell6401	2411	1531	WT	B	4.93571132310245	TRUE	10	-12.8542359359677	2.75275303739609
cell6402	3067	1896	KO	B	2.901858493642	TRUE	10	-12.8566143997128	1.91646242457928
cell6403	2584	1700	KO	B	7.1594427244582	TRUE	10	-13.4892495162899	1.9920906381637
cell6404	3492	1882	KO	B	3.46506300114548	TRUE	10	-12.7205107696469	2.79450853485169
cell6405	2231	1464	WT	B	4.43747198565666	TRUE	10	-13.0310862548764	2.6428953589827
cell6406	4384	2404	KO	B	3.0793795620438	FALSE	10	-13.6130106933529	1.7800050856501
cell6407	5681	2857	KO	B	4.94631226896673	TRUE	10	-12.463515568536	1.53837998527588
cell6408	2939	1741	WT	B	5.5801292956788	TRUE	10	-12.6795390136654	2.78578235525193
cell6409	2279	1461	WT	B	2.72049144361562	FALSE	10	-12.7585461624081	3.02114029544892
cell6410	3777	2032	KO	B	4.15673815197246	TRUE	10	-13.045266438287	1.8275385530621
cell6411	4552	2493	KO	B	2.04305799648506	TRUE	10	-11.2287056930478	2.08212015348973
cell6412	3787	2136	WT	B	2.90467388434117	TRUE	10	-12.7143710143979	2.91237475294175
cell6413	3099	1825	KO	B	3.93675379154566	TRUE	10	-12.15362577514	1.54659147876801
cell6414	2140	1375	KO	B	3.69158878504673	TRUE	10	-12.7374365814145	3.11933966297211
cell6415	3114	1920	KO	B	3.01862556197816	FALSE	10	-13.2653639800961	2.08120623547139
cell6416	2279	1494	WT	B	3.94910048266784	FALSE	10	-12.7015984542782	2.6870705665976
cell6417	3515	2027	KO	B	4.63726884779516	TRUE	10	-12.7815421111996	1.83146143275799
cell6418	2569	1569	KO	B	4.28182172051382	TRUE	10	-12.6547930725033	3.11552162784638
cell6419	2892	1772	KO	B	5.60165975103734	TRUE	10	-12.9811614044125	1.82824568766655
cell6420	2900	1757	WT	B	3.51724137931035	TRUE	10	-12.7949326522763	3.00207443851532
cell6421	3033	1881	KO	B	2.50576986482031	FALSE	10	-12.4077504165585	1.66234915274681
cell6422	3326	1948	KO	B	1.62357185808779	FALSE	10	-12.7659295089657	2.79960210937561
cell6423	2583	1592	WT	B	4.10375532326752	TRUE	10	-12.8441622741635	2.79187210220398
cell6424	3492	2035	KO	B	2.23367697594502	TRUE	10	-12.9969408996518	1.8895178617865
cell6425	3578	2151	WT	B	4.72330911123533	TRUE	10	-11.9303954132016	1.66538249272408
cell6426	3649	2098	WT	B	5.2617155385037	TRUE	10	-12.5617831237729	3.07323678154053
cell6427	2138	1355	KO	B	5.47240411599626	TRUE	10	-13.3496602065976	2.23655681628289
cell6428	3536	2012	WT	B	1.21606334841629	FALSE	10	-12.8219006545956	3.10228629726471
cell6429	2700	1654	WT	B	2.07407407407407	FALSE	10	-12.7330430038388	3.13572533744873
cell6430	2299	1512	KO	B	3.7407568508047	TRUE	10	-13.5183775909359	2.08183195013108
cell6431	3015	1761	WT	B	5.7379767827529	TRUE	10	-12.5708401687558	2.45258190054001
cell6432	3491	1995	KO	B	3.75250644514466	TRUE	10	-12.9137385375912	1.76901896614136
cell6433	2449	1615	KO	B	1.51082074316047	TRUE	10	-13.1692555435116	2.40719460267128
cell6434	2147	1405	WT	B	2.74802049371216	TRUE	10	-12.7234604843075	3.10325678009095
cell6435	2366	1548	WT	B	3.04311073541843	TRUE	10	-12.6931899078305	3.01477976459565
cell6436	3333	1927	KO	B	4.65046504650465	TRUE	10	-13.1562722213681	2.1004740999967
cell6437	3677	2161	KO	B	3.31792221920043	TRUE	10	-12.8812201507504	1.91773716676535
cell6438	6146	2728	WT	B	2.22909209241783	TRUE	10	-11.7957079894955	2.38488237876
cell6439	3209	1944	WT	B	3.39669679027734	TRUE	10	-12.5507462509091	2.51675607580246
cell6440	2766	1717	KO	B	1.84381778741865	FALSE	10	-12.4140418060238	1.79472844618859
cell6441	2413	1542	WT	B	4.6000828843763	TRUE	10	-12.6792881973202	2.37699993270935
cell6442	5032	2662	WT	B	3.53736089030207	TRUE	10	-12.8899729736264	1.79284006673397
cell6443	4502	2468	WT	B	3.97601066192803	TRUE	10	-12.372887898248	2.41511662620606
cell6444	2936	1668	WT	B	2.14577656675749	TRUE	10	-12.7141869552548	3.12372716087403
cell6445	3244	1955	KO	B	4.37731196054254	TRUE	10	-13.7696660049374	1.62825648802819
cell6446	2742	1718	KO	B	5.25164113785558	TRUE	10	-12.4482758529599	1.69303767699303
cell6447	2206	1432	WT	B	5.34904805077063	TRUE	10	-12.6800940521176	2.84411205667557
cell6448	3188	1931	KO	B	3.29360100376412	TRUE	10	-12.4044354446347	1.84102630931439
cell6449	3507	1960	WT	B	3.39321357285429	TRUE	10	-13.7176392562802	1.6317387701899
cell6450	4506	2285	WT	B	2.37461162893919	TRUE	10	-13.1915734298642	2.06505223679842
cell6451	2937	1756	WT	B	3.60912495743956	TRUE	10	-12.738493252557	2.98968775886597
cell6452	2147	1467	WT	B	2.74802049371216	TRUE	10	-12.905937481683	3.0325272859961
cell6453	2783	1719	WT	B	3.77290693496227	TRUE	10	-11.7007258422787	1.96282328236403
cell6454	3070	1814	WT	B	4.1042345276873	TRUE	10	-12.7911360748227	3.07290323394837
cell6455	3621	2074	KO	B	2.62358464512566	TRUE	10	-12.7750466354306	1.74568112510743
cell6456	4558	2452	WT	B	3.26897762176393	TRUE	10	-12.633630085748	2.75171925443711
cell6457	3620	2033	WT	B	2.37569060773481	FALSE	10	-12.587243366998	2.85506631750168
cell6458	11739	3007	KO	A	0.672970440412301	TRUE	11	0.876780461508518	0.769567805710453
cell6459	11063	2885	WT	A	0.533309228961403	TRUE	11	0.352926205832248	0.378316122475284
cell6460	15100	3677	KO	A	1.26490066225166	TRUE	11	0.78537316246677	0.574441629830021
cell6461	21464	3704	KO	A	1.26723816623183	TRUE	11	0.589469145972019	0.208683568421024
cell6462	18101	3754	WT	A	0.740290591680018	TRUE	11	-0.0916123874599881	0.468042093697208
cell6463	5316	1869	KO	A	0.921745673438676	TRUE	11	0.413540076452976	0.58415182251038
cell6464	46747	5642	KO	A	0.464200911288425	TRUE	11	2.57768649979282	-2.25097755771576
cell6465	33013	4914	KO	A	0.978402447520674	TRUE	11	1.66561288757968	-1.50293497425018
cell6466	43219	5405	KO	A	0.504407783613688	TRUE	11	1.72375459595371	-1.56643442493377
cell6467	21279	4111	KO	A	0.780111847361248	TRUE	11	0.768697928625827	0.314848977509159
cell6468	13874	3319	KO	A	0.468502234395272	TRUE	11	1.43768663330722	-1.91333202701507
cell6469	25207	4506	KO	A	1.22981711429365	TRUE	11	1.66515417023349	-1.9152083812326
cell6470	13451	3440	KO	A	1.30845290312988	TRUE	11	0.731549691397434	0.647675353470463
cell6471	8684	2606	KO	A	1.38185168125288	TRUE	11	0.633480261999851	0.489360767784733
cell6472	23036	4397	KO	A	0.711929154367078	TRUE	11	0.648750018316989	0.206034499588627
cell6473	19422	3841	KO	A	0.798064051076099	TRUE	11	0.597048711020236	0.340083319130558
cell6474	21601	4088	KO	A	1.02773019767603	TRUE	11	0.0236308090274386	0.402836281242985
cell6475	41273	5780	KO	A	0.79713129648923	TRUE	11	2.23259754105259	-1.69741777759491
cell6476	11066	2866	KO	A	1.0934393638171	TRUE	11	0.501675318915134	0.908980447235721
cell6477	21955	4086	KO	A	0.573901161466636	TRUE	11	1.50963087006259	-1.77924351077972
cell6478	35455	4647	KO	A	0.964603017910027	TRUE	11	2.61932535095859	-2.52676395755706
cell6479	19647	3778	KO	A	0.651498956583702	TRUE	11	0.690014075476413	0.1128540815741
cell6480	12297	2989	KO	A	0.975847767748231	TRUE	11	0.48380632324863	0.402234870377201
cell6481	44736	5430	KO	A	0.355418454935622	TRUE	11	1.44466371460605	-1.34975342136322
cell6482	21236	4321	KO	A	0.838199284234319	TRUE	11	0.260555457312351	0.276627856674808
cell6483	14538	3108	KO	A	1.31379832163984	TRUE	11	0.515578936774021	0.310094314995426
cell6484	17802	3824	KO	A	0.904392764857881	TRUE	11	1.40409774704624	-1.65237907749115
cell6485	15455	3292	KO	A	0.944678097703009	TRUE	11	0.755571555334812	0.255295711937565
cell6486	17986	3804	KO	A	0.939619704214389	TRUE	11	0.694582890707736	0.148776608887333
cell6487	32534	5193	KO	A	0.894448884244175	TRUE	11	1.45732946320224	-1.84969667774139
cell6488	27068	4481	KO	A	0.831239840401951	TRUE	11	1.53376216812778	-1.93267683368621
cell6489	11154	2685	KO	A	0.762058454366147	TRUE	11	0.529627274710422	0.476476985397953
cell6490	22606	4492	KO	A	0.566221357161816	TRUE	11	1.38079376145053	-1.07616476398407
cell6491	63738	6413	KO	A	0.282406099971759	TRUE	11	1.98664112015415	-2.05035213809906
cell6492	18878	3930	KO	A	0.87933043754635	TRUE	11	0.816661547858005	-0.132265370902401
cell6493	23693	4159	KO	A	1.3843751318955	TRUE	11	0.46688623352695	0.442003685417789
cell6494	13799	3349	KO	A	0.971084861221828	TRUE	11	0.848867129523044	-0.756991427955013
cell6495	17363	3351	KO	A	1.08276219547313	TRUE	11	0.637242268759494	0.710550624313969
cell6496	16334	3412	KO	A	0.869352271335864	TRUE	11	0.671120833594089	0.197298246803898
cell6497	18580	4147	WT	A	1.06566200215285	TRUE	11	0.119048546988254	0.294185358467716
cell6498	14672	3298	KO	A	2.0242639040349	TRUE	11	1.79430456085849	-1.9380138335794
cell6499	22119	4251	KO	A	0.70979700709797	TRUE	11	0.770267914969211	-0.0609202800363122
cell6500	66990	6314	KO	A	0.888192267502612	TRUE	11	1.59084100647617	-1.77510718685089
cell6501	15900	3482	KO	A	1.18867924528302	TRUE	11	0.253678511816745	0.353381711426395
cell6502	34812	4898	KO	A	0.787084913248305	TRUE	11	1.39520521088291	-1.25353531223236
cell6503	22119	4282	KO	A	1.10312401103124	TRUE	11	1.00167055054355	-0.4580767570108
cell6504	72179	6140	KO	A	0.411477022402638	TRUE	11	2.19485111160923	-2.13538889270721
cell6505	54945	6052	KO	A	0.624260624260624	TRUE	11	1.87631339951206	-1.89631704669891
cell6506	30786	4910	KO	A	0.477489768076398	TRUE	11	1.93890256806064	-1.75082783084808
cell6507	16274	3515	WT	A	1.29040186801032	TRUE	11	0.463420819479709	0.4236530842215
cell6508	24632	4795	WT	A	0.722637219876583	TRUE	11	2.32603664322544	-2.57773546558319
cell6509	30452	4742	KO	A	0.80126100091948	TRUE	11	2.44493980332065	-2.26304153781829
cell6510	41450	5699	KO	A	0.716525934861279	TRUE	11	2.27959508820224	-2.22511915546356
cell6511	58431	6538	KO	A	0.409029453543496	TRUE	11	1.73996086044956	-1.82138828617035
cell6512	34624	5039	WT	A	0.875115526802218	TRUE	11	1.46152515335727	-1.65269712787567
cell6513	19959	4082	KO	A	0.801643368906258	TRUE	11	1.29836769028354	-1.53613476139007
cell6514	15471	3629	KO	A	0.756253635834788	TRUE	11	2.34916324539829	-1.90921239238678
cell6515	12332	3022	KO	A	1.45961725591956	TRUE	11	0.460003327566867	0.449080306473392
cell6516	45833	5784	KO	A	0.582549691270482	TRUE	11	2.4518572799747	-2.25169758182464
cell6517	15118	3383	KO	A	1.01865326101336	TRUE	11	0.601594638067966	0.76574464458527
cell6518	22662	4235	KO	A	0.900185332274292	TRUE	11	0.970941733557468	-0.120426219519955
cell6519	18124	3944	KO	A	0.888324873096447	TRUE	11	1.5622374527042	-1.77069930416046
cell6520	13159	3374	KO	A	1.51987233072422	TRUE	11	0.594540547568088	0.209700662079471
cell6521	22441	4052	KO	A	1.0962078338755	TRUE	11	0.68567080422092	0.178085404816288
cell6522	51085	5721	KO	A	0.34256631105021	TRUE	11	1.74988527222324	-1.86794738155304
cell6523	38916	5268	KO	A	0.41371158392435	TRUE	11	2.24354429169345	-2.18096355777679
cell6524	16326	3506	KO	A	1.24341541100086	TRUE	11	0.736870240408664	0.77911396640839
cell6525	20852	4031	WT	A	0.915979282562824	TRUE	11	1.55171127243686	-2.03558163028656
cell6526	47254	5678	KO	A	0.808397172726118	TRUE	11	2.19921655579258	-2.03100494724212
cell6527	11620	2802	KO	A	1.04991394148021	TRUE	11	0.0204152576510959	0.44507380146088
cell6528	46047	5804	KO	A	1.01418116272504	TRUE	11	5.07507295532871	-3.74870113712249
cell6529	15008	3906	KO	A	1.1660447761194	TRUE	11	1.55808229370761	-1.49874715190826
cell6530	27074	4180	KO	A	0.808894141981237	TRUE	11	1.02052326126743	1.01429762262406
cell6531	6540	2170	KO	A	0.978593272171254	TRUE	11	0.644324731070285	0.610641318741459
cell6532	27686	4985	KO	A	0.476775265477137	TRUE	11	1.43992109223056	-1.45323232990203
cell6533	21402	4375	WT	A	0.74759368283338	TRUE	11	1.51718587799717	-1.44673184734283
cell6534	18653	3880	KO	A	0.734466305688093	TRUE	11	0.763504695135837	0.138051468315739
cell6535	19742	3744	KO	A	1.1447675007598	TRUE	11	0.678169202048069	0.243550855103153
cell6536	63681	6164	KO	A	0.651685746140921	TRUE	11	1.79906101151157	-1.84571556430755
cell6537	15874	3851	KO	B	1.606400403175	TRUE	11	0.655703973013645	0.0887862028509558
cell6538	44941	5508	KO	B	0.836652499944372	TRUE	11	1.31718082352329	-1.64590935092865
cell6539	42731	5220	KO	B	0.528890032997122	TRUE	11	2.66182203217197	-2.47728828769622
cell6540	5702	2132	WT	B	0.754121360925991	TRUE	11	0.41443867607761	0.533165174904484
cell6541	8222	2574	WT	B	1.16759912430066	TRUE	11	0.577984523016696	0.255813437882084
cell6542	43548	5575	KO	B	0.603931294204097	TRUE	11	2.92472715302158	-2.63485340457855
cell6543	37856	5271	KO	B	0.721153846153846	TRUE	11	1.87743587418247	-2.00185303073822
cell6544	6898	2101	WT	B	1.65265294288199	TRUE	11	0.112736891943698	0.652441698494572
cell6545	19050	3780	KO	B	0.78740157480315	TRUE	11	0.987262915808444	-1.16871432643829
cell6546	8397	2457	KO	B	1.09562939144933	TRUE	11	0.500018309790378	0.989140111389774
cell6547	14440	3547	KO	B	0.713296398891967	TRUE	11	1.39276666565586	-2.00595955234466
cell6548	15581	3500	KO	B	0.385084397663821	TRUE	11	1.41076583786655	-1.62259702068267
cell6549	15122	3747	KO	B	1.75902658378521	TRUE	11	0.789601754385715	0.581902581635136
cell6550	28309	4573	WT	B	1.01734430746406	TRUE	11	1.88225955887485	-2.07307199817596
cell6551	15331	3684	KO	B	1.28497814884874	TRUE	11	1.16297597809482	-1.7992427764505
cell6552	35471	5274	KO	B	0.744269967015308	TRUE	11	1.42790288849521	-1.51941637378631
cell6553	13795	3684	KO	B	1.01486045668721	TRUE	11	1.72105140610385	-1.28813461643158
cell6554	38890	5303	KO	B	0.624839290305991	TRUE	11	2.08003778381992	-2.05625585895477
cell6555	29041	4810	KO	B	1.07778657759719	TRUE	11	2.25555820389438	-2.37491325717865
cell6556	16865	3775	KO	B	0.652238363474652	TRUE	11	1.1732198707645	-0.971950810965878
cell6557	12970	3340	WT	B	1.12567463377024	TRUE	11	0.197736214834934	0.376797753754276
cell6558	8102	2410	KO	B	1.01209577882004	TRUE	11	0.467193316656833	0.241180378380436
cell6559	22794	4759	KO	B	0.916907958234623	TRUE	11	1.61872262879062	-1.53855494838653
cell6560	11279	2964	KO	B	1.39196737299406	TRUE	11	0.558920811850315	0.415572840157169
cell6561	26186	4898	KO	B	0.885969602077446	TRUE	11	1.25600500031162	-1.68947676998077
cell6562	12067	3142	KO	B	0.845280517112787	TRUE	11	0.684529494482761	0.633587914887089
cell6563	16898	3923	KO	B	0.721978932418038	FALSE	11	0.297589015204196	0.360416966858524
cell6564	24836	4567	KO	B	0.442905459816396	TRUE	11	1.99304027481723	-2.01366571765838
cell6565	12266	3214	KO	B	1.05168759171694	TRUE	11	0.883326005179172	0.0880627216726722
cell6566	5960	2019	KO	B	1.00671140939597	TRUE	11	0.487998675543552	0.52600904125275
cell6567	4770	1906	KO	B	4.0251572327044	TRUE	11	0.672736834723239	0.751764375153202
cell6568	9917	2757	KO	B	1.25037813854996	TRUE	11	0.68306226654697	0.462083536568302
cell6569	17732	3779	KO	B	1.03767200541394	TRUE	11	0.863961171347385	-0.239456933554989
cell6570	10151	2827	KO	B	1.04423209536006	TRUE	11	0.514031123358493	0.268726068916935
cell6571	35723	5441	KO	B	1.25129468409708	TRUE	11	1.54815883560825	-1.95701889377533
cell6572	8809	2614	WT	B	0.771937790895675	TRUE	11	0.0894867889468722	0.503533560219425
cell6573	26751	4901	KO	B	0.88968636686479	TRUE	11	1.82142229004551	-1.64308075290619
cell6574	31042	4883	KO	B	0.686167128406675	TRUE	11	2.25807685776401	-2.17070392948089
cell6575	34001	5417	KO	B	0.976441869356784	TRUE	11	2.96255941315342	-2.55918983798919
cell6576	23787	4638	WT	B	0.613780636482112	TRUE	11	2.20838470383335	-2.14621071201263
cell6577	46507	5808	KO	B	0.528952630786763	TRUE	11	1.48697538300205	-1.57059172969757
cell6578	41046	5543	KO	B	0.684597768357453	TRUE	11	2.06797666474033	-2.01438955646453
cell6579	13989	3584	KO	B	1.4296947601687	TRUE	11	0.617545317847019	0.133283573570866
cell6580	23384	4722	KO	B	0.825350667122819	FALSE	11	1.55729312821079	-1.69142584186493
cell6581	8115	2565	WT	B	0.985828712261245	TRUE	11	0.168425511557346	0.460843879166263
cell6582	48833	5584	KO	B	0.559048184629247	TRUE	11	2.37487621231723	-2.33434585910736
cell6583	22031	4405	KO	B	0.739866551677182	TRUE	11	1.14811916275669	-1.66696886402069
cell6584	20734	4511	KO	B	1.14305006269895	TRUE	11	1.70743818207431	-1.59572724681793
cell6585	22287	4290	KO	B	1.05442634719792	TRUE	11	1.2072455398624	-1.73186067920623
cell6586	12888	3323	KO	B	0.760397268777157	TRUE	11	0.574779700476413	0.15714986938538
cell6587	33078	5187	KO	B	1.14577664913235	TRUE	11	1.66370172424961	-1.51668958049713
cell6588	8585	2526	WT	B	0.87361677344205	TRUE	11	0.285256098944431	0.367580729904789
cell6589	14887	3597	KO	B	1.0478941358232	TRUE	11	0.618868302542453	0.366162258568424
